n,method,mean_makespan,std_makespan,mean_time,std_time,mean_gap,std_gap
3,SA_insert,222.0,0.0,4.760247179958969,0.05286686821165699,0.0,0.0
3,SA_swap,222.0,0.0,4.844688799954019,0.16618939806447708,0.0,0.0
4,SA_insert,264.0,0.0,5.58214283999987,0.0353381859294527,0.0,0.0
4,SA_swap,264.0,0.0,5.552948419959284,0.0669270927220697,0.0,0.0
5,SA_insert,311.0,0.0,6.423563840007409,0.13371907280381695,0.0,0.0
5,SA_swap,311.0,0.0,6.376416160026565,0.05168392003612634,0.0,0.0
